Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,65 and over,Female Victim,Other Methods of Killing,0,Feb-06,Murder,Solved,Newham,White
1,25 to 34,Male Victim,Knife or Sharp Implement,1,Mar-06,Murder,Solved,Newham,Asian
1,65 and over,Female Victim,"Physical Assault, no weapon",0,Apr-06,Murder,Solved,Newham,Asian
1,13 to 19,Male Victim,Other Methods of Killing,0,Apr-06,Manslaughter,Solved,Newham,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Aug-06,Murder,Solved,Newham,Black
1,20 to 24,Male Victim,Shooting,0,Aug-06,Murder,Solved,Newham,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Sep-06,Murder,Solved,Newham,White
1,35 to 44,Male Victim,Not known/Not Recorded,0,Sep-06,Murder,Solved,Newham,White
1,35 to 44,Male Victim,Blunt Implement,0,Sep-06,Murder,Solved,Newham,White
1,13 to 19,Male Victim,Knife or Sharp Implement,1,Oct-06,Murder,Unsolved,Newham,Black
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Oct-06,Murder,Solved,Newham,White
1,0 to 12,Male Victim,Other Methods of Killing,0,Mar-06,Murder,Solved,Havering,White
1,25 to 34,Female Victim,Knife or Sharp Implement,0,Apr-06,Murder,Solved,Havering,White
1,20 to 24,Male Victim,Shooting,0,May-06,Murder,Solved,Havering,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Jul-06,Murder,Solved,Havering,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Oct-06,Murder,Solved,Havering,White
1,0 to 12,Male Victim,Not known/Not Recorded,0,Dec-06,Murder,Solved,Havering,Black
1,25 to 34,Male Victim,Shooting,0,Jan-06,Murder,Solved,Kensington & Chelsea,Black
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Oct-06,Murder,Solved,Kensington & Chelsea,White
1,45 to 54,Male Victim,Not known/Not Recorded,0,May-06,Murder,Unsolved,Hammersmith & Fulham,Black
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Dec-06,Murder,Solved,Hammersmith & Fulham,Not Reported/Not known
1,55 to 64,Male Victim,Not known/Not Recorded,0,Feb-06,Murder,Unsolved,Westminster,White
1,25 to 34,Male Victim,Blunt Implement,0,Aug-06,Murder,Solved,Westminster,White
1,20 to 24,Male Victim,Other Methods of Killing,0,Mar-06,Murder,Solved,Westminster,Other.
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Aug-06,Murder,Solved,Westminster,Black
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Jan-07,Murder,Solved,Wandsworth,Black
1,0 to 12,Male Victim,Other Methods of Killing,0,Mar-07,Murder,Solved,Wandsworth,Asian
1,20 to 24,Female Victim,Shooting,0,Apr-07,Murder,Solved,Wandsworth,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Wandsworth,Asian
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Kingston Upon Thames,Black
1,35 to 44,Male Victim,Shooting,0,Jan-07,Murder,Unsolved,Hounslow,White
1,65 and over,Female Victim,Blunt Implement,1,Aug-07,Murder,Solved,Hounslow,White
1,25 to 34,Male Victim,Blunt Implement,1,Sep-07,Murder,Solved,Hounslow,Not Reported/Not known
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Feb-07,Murder,Solved,Hillingdon,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Mar-07,Murder,Solved,Hillingdon,White
1,35 to 44,Male Victim,Other Methods of Killing,0,May-07,Murder,Solved,Hillingdon,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jul-07,Murder,Solved,Hillingdon,White
1,25 to 34,Female Victim,Other Methods of Killing,0,Jan-07,Murder,Solved,Lambeth,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jan-07,Murder,Solved,Lambeth,Black
1,13 to 19,Male Victim,Shooting,0,Feb-07,Murder,Unsolved,Lambeth,Black
1,13 to 19,Male Victim,Shooting,0,Feb-07,Murder,Unsolved,Lambeth,Not Reported/Not known
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Apr-07,Murder,Unsolved,Lambeth,White
1,25 to 34,Male Victim,Shooting,0,Apr-07,Murder,Unsolved,Lambeth,Black
1,25 to 34,Male Victim,"Physical Assault, no weapon",0,Jun-07,Murder,Solved,Lambeth,Asian
1,0 to 12,Female Victim,Other Methods of Killing,0,Jun-07,Murder,Solved,Lambeth,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Lambeth,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Lambeth,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Lambeth,Black
1,35 to 44,Male Victim,Other Methods of Killing,0,Jun-07,Murder,Solved,Lambeth,Asian
1,25 to 34,Male Victim,Shooting,0,Jul-07,Murder,Unsolved,Lambeth,Black
1,45 to 54,Female Victim,Blunt Implement,1,Jul-07,Murder,Solved,Lambeth,Black
1,13 to 19,Male Victim,Shooting,0,Jul-07,Murder,Solved,Lambeth,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Aug-07,Murder,Solved,Lambeth,Black
1,13 to 19,Male Victim,Shooting,0,Aug-07,Murder,Solved,Lambeth,Black
1,20 to 24,Male Victim,Other Methods of Killing,0,Aug-07,Murder,Solved,Lambeth,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Sep-07,Murder,Solved,Lambeth,Black
1,25 to 34,Male Victim,Other Methods of Killing,0,Sep-07,Murder,Solved,Lambeth,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Sep-07,Murder,Solved,Lambeth,Other.
1,20 to 24,Male Victim,Shooting,0,Oct-07,Murder,Solved,Lambeth,Black
1,35 to 44,Male Victim,Shooting,0,Oct-07,Murder,Solved,Lambeth,Black
1,25 to 34,Male Victim,Not known/Not Recorded,0,Aug-07,Murder,Solved,Brent,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Oct-07,Murder,Solved,Brent,Asian
1,25 to 34,Male Victim,Other Methods of Killing,0,Jun-07,Murder,Solved,Camden,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Aug-07,Murder,Solved,Camden,White
1,55 to 64,Female Victim,Knife or Sharp Implement,0,Aug-07,Murder,Solved,Camden,White
1,45 to 54,Male Victim,Knife or Sharp Implement,1,Sep-07,Murder,Solved,Camden,White
1,55 to 64,Male Victim,Shooting,0,Jan-07,Murder,Solved,Barnet,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Barnet,White
1,0 to 12,Male Victim,"Physical Assault, no weapon",0,Oct-07,Murder,Solved,Barnet,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jan-07,Murder,Solved,Ealing,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jan-07,Murder,Solved,Ealing,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,May-07,Murder,Solved,Ealing,Black
1,55 to 64,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Ealing,Asian
1,20 to 24,Male Victim,Shooting,0,Jun-07,Murder,Unsolved,Ealing,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Sep-07,Murder,Solved,Ealing,Black
1,25 to 34,Male Victim,Shooting,0,Sep-07,Murder,Unsolved,Ealing,Black
1,45 to 54,Male Victim,Blunt Implement,0,Feb-07,Murder,Solved,Islington,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Islington,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Dec-07,Murder,Solved,Islington,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jan-07,Murder,Solved,Haringey,Black
1,20 to 24,Male Victim,Other Methods of Killing,0,Jan-07,Manslaughter,Unsolved,Haringey,White
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Jun-07,Murder,Solved,Haringey,White
1,13 to 19,Female Victim,Shooting,0,Jun-07,Murder,Solved,Haringey,Black
1,0 to 12,Male Victim,Other Methods of Killing,0,Aug-07,Murder,Solved,Haringey,White
1,55 to 64,Male Victim,Other Methods of Killing,0,Nov-07,Manslaughter,Solved,Haringey,Asian
1,35 to 44,Male Victim,Not known/Not Recorded,0,Nov-07,Murder,Solved,Haringey,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Feb-07,Murder,Solved,Southwark,Black
1,45 to 54,Male Victim,Shooting,0,Feb-07,Murder,Solved,Southwark,Black
1,13 to 19,Male Victim,Shooting,0,Feb-07,Murder,Solved,Southwark,Black
1,20 to 24,Female Victim,Knife or Sharp Implement,0,Apr-07,Murder,Solved,Southwark,Asian
1,25 to 34,Male Victim,Other Methods of Killing,1,Aug-07,Murder,Solved,Southwark,White
1,35 to 44,Male Victim,Shooting,0,Sep-07,Murder,Unsolved,Southwark,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Sep-07,Murder,Unsolved,Southwark,Black
1,45 to 54,Male Victim,Not known/Not Recorded,0,Dec-07,Murder,Solved,Southwark,White
1,20 to 24,Male Victim,Shooting,0,Dec-07,Murder,Unsolved,Southwark,Black
1,20 to 24,Male Victim,Shooting,0,May-07,Murder,Solved,Lewisham,Black
1,25 to 34,Female Victim,Shooting,0,Oct-07,Murder,Solved,Lewisham,White
1,45 to 54,Female Victim,Other Methods of Killing,0,Oct-07,Murder,Solved,Lewisham,Black
1,65 and over,Female Victim,Other Methods of Killing,1,Nov-07,Murder,Solved,Lewisham,White
1,35 to 44,Female Victim,Other Methods of Killing,1,Feb-07,Murder,Solved,Bromley,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Apr-07,Murder,Solved,Bromley,White
1,25 to 34,Male Victim,Other Methods of Killing,0,May-07,Murder,Solved,Bromley,White
1,55 to 64,Male Victim,"Physical Assault, no weapon",0,Jun-07,Murder,Solved,Bromley,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Bromley,White
1,65 and over,Female Victim,Other Methods of Killing,0,Nov-07,Murder,Unsolved,Bromley,White
1,20 to 24,Female Victim,Knife or Sharp Implement,1,Dec-07,Murder,Solved,Bromley,White
1,35 to 44,Female Victim,Shooting,1,Mar-07,Murder,Solved,Greenwich,White
1,65 and over,Male Victim,Knife or Sharp Implement,1,Apr-07,Murder,Solved,Greenwich,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Apr-07,Murder,Solved,Greenwich,White
1,20 to 24,Male Victim,Shooting,0,Jul-07,Murder,Solved,Greenwich,Black
1,45 to 54,Male Victim,Other Methods of Killing,0,Aug-07,Murder,Solved,Greenwich,White
1,25 to 34,Male Victim,Knife or Sharp Implement,1,Sep-07,Murder,Solved,Greenwich,White
1,45 to 54,Male Victim,Other Methods of Killing,0,Sep-07,Murder,Solved,Greenwich,White
1,13 to 19,Male Victim,Shooting,0,Oct-07,Murder,Unsolved,Greenwich,Black
1,45 to 54,Male Victim,Other Methods of Killing,0,Apr-07,Murder,Solved,Croydon,Black
1,0 to 12,Male Victim,"Physical Assault, no weapon",0,May-07,Murder,Solved,Croydon,Black
1,0 to 12,Female Victim,"Physical Assault, no weapon",0,May-07,Murder,Solved,Croydon,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,May-07,Murder,Solved,Croydon,Black
1,13 to 19,Female Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Croydon,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Aug-07,Murder,Solved,Croydon,White
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Nov-07,Murder,Solved,Croydon,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Dec-07,Murder,Solved,Croydon,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Oct-07,Murder,Solved,Bexley,White
1,55 to 64,Male Victim,Not known/Not Recorded,0,Nov-07,Murder,Solved,Sutton,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Nov-07,Murder,Solved,Sutton,White
1,25 to 34,Female Victim,Other Methods of Killing,1,Feb-07,Murder,Solved,Tower Hamlets,White
1,65 and over,Male Victim,Other Methods of Killing,0,Jun-07,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male Victim,Knife or Sharp Implement,1,Aug-07,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Female Victim,Not known/Not Recorded,0,Oct-07,Murder,Solved,Southwark,Asian
1,20 to 24,Female Victim,Other Methods of Killing,0,Oct-07,Murder,Solved,Southwark,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Mar-07,Murder,Solved,Redbridge,Asian
1,0 to 12,Female Victim,Other Methods of Killing,0,Apr-07,Murder,Solved,Redbridge,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Redbridge,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Aug-07,Murder,Solved,Redbridge,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Dec-07,Murder,Solved,Redbridge,Asian
1,45 to 54,Female Victim,Knife or Sharp Implement,1,Jan-07,Murder,Solved,Hackney,White
1,0 to 12,Male Victim,Blunt Implement,0,Jan-07,Murder,Solved,Hackney,Black
1,0 to 12,Female Victim,Blunt Implement,0,Jan-07,Murder,Solved,Hackney,Black
1,25 to 34,Male Victim,Shooting,0,Feb-07,Murder,Solved,Hackney,Black
1,35 to 44,Male Victim,Knife or Sharp Implement,0,May-07,Murder,Solved,Islington,Black
1,35 to 44,Male Victim,Other Methods of Killing,0,Jun-07,Murder,Unsolved,Hackney,White
1,0 to 12,Male Victim,Not known/Not Recorded,0,Sep-07,Manslaughter,Solved,Hackney,White
1,13 to 19,Male Victim,Shooting,0,Nov-07,Murder,Solved,Hackney,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Dec-07,Murder,Solved,Hackney,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Apr-07,Murder,Solved,Waltham Forest,Black
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Aug-07,Murder,Solved,Waltham Forest,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Sep-07,Murder,Solved,Waltham Forest,Black
1,0 to 12,Male Victim,Other Methods of Killing,0,Sep-07,Murder,Solved,Waltham Forest,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jan-07,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male Victim,Shooting,0,Jan-07,Murder,Unsolved,Barking & Dagenham,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Jul-07,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male Victim,Blunt Implement,0,Jul-07,Murder,Unsolved,Barking & Dagenham,Asian
1,0 to 12,Female Victim,Knife or Sharp Implement,0,Aug-07,Murder,Solved,Barking & Dagenham,Black
1,13 to 19,Male Victim,Other Methods of Killing,0,Apr-07,Manslaughter,Solved,Enfield,White
1,13 to 19,Female Victim,Knife or Sharp Implement,0,May-07,Murder,Solved,Enfield,Black
1,20 to 24,Female Victim,Knife or Sharp Implement,0,Jul-07,Murder,Solved,Enfield,White
1,20 to 24,Male Victim,Shooting,0,Jul-07,Murder,Solved,Enfield,Black
1,45 to 54,Female Victim,"Physical Assault, no weapon",0,Jul-07,Murder,Solved,Enfield,Asian
1,45 to 54,Male Victim,Other Methods of Killing,0,Aug-07,Murder,Solved,Enfield,White
1,25 to 34,Female Victim,Other Methods of Killing,1,Jan-07,Murder,Solved,Newham,Asian
1,0 to 12,Female Victim,"Physical Assault, no weapon",1,Jan-07,Murder,Solved,Newham,Asian
1,0 to 12,Female Victim,"Physical Assault, no weapon",1,Jan-07,Murder,Solved,Newham,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Mar-07,Murder,Solved,Newham,Asian
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Mar-07,Murder,Unsolved,Newham,Black
1,35 to 44,Male Victim,Knife or Sharp Implement,1,Apr-07,Murder,Solved,Newham,Asian
1,25 to 34,Female Victim,Other Methods of Killing,1,Apr-07,Murder,Solved,Newham,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Newham,White
1,55 to 64,Male Victim,Knife or Sharp Implement,0,Jun-07,Murder,Solved,Newham,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Aug-07,Murder,Unsolved,Newham,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Oct-07,Murder,Solved,Newham,Asian
1,13 to 19,Male Victim,"Physical Assault, no weapon",0,Nov-07,Murder,Solved,Newham,Black
1,35 to 44,Female Victim,"Physical Assault, no weapon",1,Nov-07,Murder,Solved,Newham,White
1,25 to 34,Male Victim,Other Methods of Killing,0,May-07,Manslaughter,Solved,Havering,White
1,35 to 44,Male Victim,Shooting,0,Jun-07,Murder,Solved,Havering,White
1,25 to 34,Male Victim,Other Methods of Killing,0,Jun-07,Murder,Solved,Havering,White
1,25 to 34,Male Victim,Other Methods of Killing,0,Nov-07,Murder,Solved,Havering,White
1,0 to 12,Male Victim,Other Methods of Killing,0,May-07,Murder,Solved,Westminster,Asian
1,20 to 24,Male Victim,Other Methods of Killing,0,Sep-07,Murder,Solved,Westminster,Black
1,20 to 24,Male Victim,Shooting,0,Mar-07,Murder,Unsolved,Hammersmith & Fulham,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Mar-07,Murder,Solved,Hammersmith & Fulham,Black
1,45 to 54,Male Victim,Knife or Sharp Implement,1,Jun-07,Murder,Solved,Hammersmith & Fulham,White
1,45 to 54,Male Victim,Shooting,0,Jul-07,Murder,Solved,Hammersmith & Fulham,Black
1,20 to 24,Female Victim,Knife or Sharp Implement,0,Aug-07,Murder,Solved,Hammersmith & Fulham,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Sep-07,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male Victim,Knife or Sharp Implement,1,Feb-07,Murder,Solved,Westminster,White
1,0 to 12,Male Victim,Other Methods of Killing,0,Apr-07,Murder,Solved,Westminster,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jan-07,Murder,Solved,Westminster,Black
1,55 to 64,Male Victim,"Physical Assault, no weapon",0,Nov-07,Manslaughter,Solved,Westminster,White
1,35 to 44,Male Victim,Other Methods of Killing,0,Jan-08,Manslaughter,Solved,Wandsworth,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Feb-08,Murder,Solved,Wandsworth,White
1,20 to 24,Female Victim,Knife or Sharp Implement,1,Aug-08,Murder,Solved,Wandsworth,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Nov-08,Murder,Unsolved,Wandsworth,Black
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Dec-08,Murder,Unsolved,Wandsworth,White
1,25 to 34,Female Victim,Other Methods of Killing,0,Feb-08,Manslaughter,Solved,Hounslow,White
1,25 to 34,Female Victim,Not known/Not Recorded,0,Oct-08,Manslaughter,Unsolved,Hounslow,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Oct-08,Murder,Solved,Hounslow,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Feb-08,Murder,Solved,Hillingdon,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Oct-08,Murder,Solved,Hillingdon,White
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Nov-08,Murder,Solved,Hillingdon,White
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Jan-08,Murder,Solved,Lambeth,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jan-08,Murder,Solved,Lambeth,Other.
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Mar-08,Murder,Solved,Lambeth,White
1,13 to 19,Male Victim,Shooting,0,Mar-08,Murder,Unsolved,Lambeth,Black
1,25 to 34,Female Victim,Other Methods of Killing,0,May-08,Murder,Solved,Lambeth,Black
1,13 to 19,Female Victim,Knife or Sharp Implement,0,Jun-08,Murder,Solved,Lambeth,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jul-08,Murder,Solved,Lambeth,Black
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Jul-08,Murder,Solved,Lambeth,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Aug-08,Murder,Solved,Lambeth,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Sep-08,Murder,Unsolved,Lambeth,Black
1,20 to 24,Male Victim,Shooting,0,Oct-08,Murder,Unsolved,Lambeth,Black
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Oct-08,Murder,Solved,Lambeth,Black
1,45 to 54,Female Victim,Knife or Sharp Implement,1,Nov-08,Murder,Unsolved,Lambeth,White
1,25 to 34,Male Victim,Shooting,0,Dec-08,Murder,Solved,Lambeth,Black
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Jan-08,Murder,Solved,Merton,White
1,55 to 64,Female Victim,"Physical Assault, no weapon",0,Feb-08,Murder,Solved,Merton,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Feb-08,Murder,Solved,Merton,Black
1,55 to 64,Male Victim,Other Methods of Killing,0,Apr-08,Murder,Solved,Merton,Asian
1,55 to 64,Male Victim,"Physical Assault, no weapon",0,Jun-08,Murder,Solved,Merton,White
1,55 to 64,Male Victim,Shooting,1,Jan-08,Murder,Solved,Brent,White
1,35 to 44,Male Victim,Blunt Implement,0,Mar-08,Murder,Solved,Brent,White
1,65 and over,Male Victim,"Physical Assault, no weapon",0,Mar-08,Murder,Unsolved,Brent,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Apr-08,Murder,Solved,Brent,White
1,25 to 34,Male Victim,Shooting,0,Apr-08,Murder,Solved,Brent,Black
1,35 to 44,Male Victim,Knife or Sharp Implement,0,May-08,Murder,Solved,Brent,Black
1,35 to 44,Male Victim,Other Methods of Killing,0,Jun-08,Murder,Solved,Brent,Asian
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Nov-08,Murder,Solved,Brent,Asian
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Mar-08,Murder,Solved,Harrow,White
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Jun-08,Murder,Solved,Brent,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Feb-08,Murder,Solved,Camden,White
1,13 to 19,Male Victim,Shooting,0,May-08,Murder,Solved,Camden,Black
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Jan-08,Murder,Solved,Barnet,White
1,65 and over,Female Victim,Knife or Sharp Implement,1,May-08,Murder,Solved,Barnet,Black
1,25 to 34,Male Victim,"Physical Assault, no weapon",0,May-08,Murder,Solved,Barnet,White
1,25 to 34,Male Victim,Shooting,0,Oct-08,Murder,Solved,Barnet,Other.
1,13 to 19,Male Victim,Blunt Implement,0,Jan-08,Murder,Solved,Ealing,Black
1,55 to 64,Male Victim,Knife or Sharp Implement,1,Aug-08,Murder,Solved,Ealing,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Sep-08,Murder,Solved,Ealing,Black
1,35 to 44,Female Victim,"Physical Assault, no weapon",1,Oct-08,Murder,Solved,Ealing,Asian
1,20 to 24,Male Victim,Shooting,0,Nov-08,Murder,Solved,Ealing,Black
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Jan-08,Murder,Solved,Islington,Black
1,35 to 44,Male Victim,Other Methods of Killing,0,Mar-08,Manslaughter,Solved,Islington,White
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Jun-08,Murder,Solved,Islington,Black
1,20 to 24,Female Victim,Knife or Sharp Implement,1,Jun-08,Murder,Solved,Islington,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jun-08,Murder,Solved,Islington,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jul-08,Murder,Solved,Islington,Black
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Jul-08,Murder,Solved,Islington,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Sep-08,Murder,Solved,Islington,Black
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Nov-08,Murder,Solved,Islington,Black
1,25 to 34,Male Victim,Knife or Sharp Implement,0,May-08,Murder,Solved,Haringey,White
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,May-08,Murder,Solved,Haringey,White
1,25 to 34,Female Victim,Shooting,0,May-08,Murder,Unsolved,Haringey,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Jul-08,Murder,Solved,Haringey,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Mar-08,Murder,Solved,Southwark,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,May-08,Murder,Solved,Southwark,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,May-08,Murder,Solved,Southwark,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jun-08,Murder,Solved,Southwark,Black
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jul-08,Murder,Solved,Southwark,White
1,25 to 34,Female Victim,Knife or Sharp Implement,0,Jul-08,Murder,Solved,Southwark,White
1,35 to 44,Female Victim,Other Methods of Killing,1,Aug-08,Murder,Solved,Southwark,White
1,13 to 19,Male Victim,Shooting,0,Aug-08,Murder,Solved,Southwark,Black
1,20 to 24,Male Victim,Shooting,0,Aug-08,Murder,Unsolved,Southwark,Black
1,45 to 54,Female Victim,Knife or Sharp Implement,1,Sep-08,Murder,Solved,Southwark,Black
1,45 to 54,Female Victim,"Physical Assault, no weapon",0,Sep-08,Murder,Solved,Southwark,White
1,20 to 24,Male Victim,Shooting,0,Oct-08,Murder,Solved,Southwark,Black
1,35 to 44,Male Victim,Other Methods of Killing,0,Dec-08,Murder,Solved,Southwark,White
1,13 to 19,Male Victim,Blunt Implement,0,May-08,Murder,Solved,Lewisham,White
1,20 to 24,Male Victim,Blunt Implement,0,Jun-08,Murder,Solved,Lewisham,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Jun-08,Murder,Solved,Lewisham,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Jun-08,Murder,Solved,Lewisham,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Dec-08,Murder,Solved,Lewisham,Black
1,45 to 54,Male Victim,Other Methods of Killing,0,Sep-08,Manslaughter,Solved,Bromley,White
1,20 to 24,Male Victim,Other Methods of Killing,0,Sep-08,Manslaughter,Solved,Bromley,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Feb-08,Murder,Solved,Greenwich,Black
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Apr-08,Manslaughter,Solved,Greenwich,White
1,13 to 19,Female Victim,Other Methods of Killing,0,May-08,Manslaughter,Solved,Greenwich,Black
1,55 to 64,Male Victim,Other Methods of Killing,0,May-08,Murder,Solved,Greenwich,White
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Oct-08,Murder,Solved,Greenwich,White
1,25 to 34,Male Victim,"Physical Assault, no weapon",0,Nov-08,Murder,Solved,Greenwich,White
1,25 to 34,Female Victim,Knife or Sharp Implement,1,Feb-08,Murder,Solved,Croydon,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jul-08,Murder,Solved,Croydon,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Aug-08,Murder,Solved,Croydon,Asian
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Sep-08,Murder,Solved,Croydon,Black
1,20 to 24,Male Victim,Shooting,0,Nov-08,Murder,Unsolved,Croydon,Black
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Nov-08,Manslaughter,Solved,Croydon,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jan-08,Murder,Solved,Bexley,White
